9	1	1
39	1	1
40	2	1
43	2	1
36	3	1
55	3	1
26	4	1
58	4	1
70	5	1
71	5	1
78	6	1
79	6	1
81	7	1
86	7	1
21	8	1
103	8	1
93	9	1
106	9	1
58	10	1
107	10	1
90	11	1
145	11	1
82	12	1
150	12	1
107	13	1
150	13	1
53	14	1
152	14	1
8	15	1
161	15	1
164	16	1
166	16	1
18	17	1
178	17	1
74	18	1
183	18	1
171	19	1
195	19	1
143	20	1
196	20	1
176	21	1
200	21	1
154	22	1
228	22	1
92	23	1
233	23	1
22	24	1
237	24	1
171	25	1
245	25	1
171	26	1
249	26	1
26	27	1
271	27	1
81	28	1
286	28	1
200	29	1
286	29	1
242	30	1
289	30	1
296	31	1
297	31	1
119	32	1
303	32	1
315	33	1
316	33	1
275	34	1
320	34	1
26	35	1
321	35	1
271	36	1
321	36	1
6	37	1
324	37	1
315	38	1
324	38	1
139	39	1
327	39	1
192	40	1
339	40	1
146	41	1
351	41	1
358	42	1
359	42	1
204	43	1
361	43	1
363	44	1
364	44	1
372	45	1
373	45	1
167	46	1
381	46	1
313	47	1
381	47	1
361	48	1
385	48	1
287	49	1
389	49	1
388	50	1
390	50	1
42	51	1
392	51	1
22	52	1
394	52	1
237	53	1
394	53	1
161	54	1
395	54	1
266	55	1
398	55	1
351	56	1
402	56	1
240	57	1
414	57	1
297	58	1
423	58	1
393	59	1
423	59	1
78	60	1
424	60	1
362	61	1
429	61	1
299	62	1
430	62	1
118	63	1
433	63	1
191	64	1
433	64	1
286	65	1
443	65	1
77	66	1
445	66	1
449	67	1
450	67	1
42	68	1
454	68	1
38	69	1
462	69	1
76	70	1
466	70	1
261	71	1
466	71	1
66	72	1
468	72	1
137	73	1
472	73	1
260	74	1
474	74	1
288	75	1
481	75	1
414	76	1
484	76	1
193	77	1
485	77	1
150	78	1
486	78	1
316	79	1
486	79	1
54	80	1
489	80	1
358	81	1
495	81	1
383	82	1
495	82	1
29	83	1
500	83	1
155	84	1
518	84	1
262	85	1
519	85	1
315	86	1
530	86	1
351	87	1
536	87	1
308	88	1
538	88	1
185	89	1
548	89	1
414	90	1
548	90	1
469	91	1
548	91	1
451	92	1
550	92	1
87	93	1
553	93	1
165	94	1
555	94	1
6	95	1
566	95	1
360	96	1
567	96	1
298	97	1
568	97	1
508	98	1
580	98	1
471	99	1
586	99	1
346	100	1
590	100	1
279	101	1
596	101	1
277	102	1
598	102	1
484	103	1
599	103	1
191	104	1
618	104	1
33	105	1
619	105	1
340	106	1
628	106	1
403	107	1
629	107	1
139	108	1
630	108	1
240	109	1
630	109	1
295	110	1
630	110	1
497	111	1
630	111	1
537	112	1
630	112	1
548	113	1
636	113	1
562	114	1
640	114	1
604	115	1
642	115	1
253	116	1
644	116	1
574	117	1
646	117	1
139	118	1
664	118	1
341	119	1
669	119	1
410	120	1
669	120	1
519	121	1
669	121	1
286	122	1
674	122	1
529	123	1
674	123	1
556	124	1
674	124	1
285	125	1
679	125	1
557	126	1
680	126	1
351	127	1
683	127	1
474	128	1
683	128	1
496	129	1
683	129	1
536	130	1
683	130	1
618	131	1
685	131	1
475	132	1
687	132	1
382	133	1
688	133	1
396	134	1
694	134	1
315	135	1
696	135	1
475	136	1
699	136	1
350	137	1
702	137	1
410	138	1
702	138	1
535	139	1
702	139	1
336	140	1
706	140	1
104	141	1
707	141	1
47	142	1
712	142	1
609	143	1
714	143	1
164	144	1
715	144	1
537	145	1
722	145	1
135	146	1
733	146	1
189	147	1
733	147	1
359	148	1
733	148	1
691	149	1
733	149	1
735	150	1
739	150	1
461	151	1
740	151	1
623	152	1
745	152	1
27	153	1
747	153	1
482	154	1
749	154	1
587	155	1
749	155	1
569	156	1
761	156	1
97	157	1
766	157	1
407	158	1
766	158	1
367	159	1
769	159	1
423	160	1
770	160	1
81	161	1
772	161	1
118	162	1
772	162	1
500	163	1
772	163	1
410	164	1
773	164	1
715	165	1
783	165	1
332	166	1
786	166	1
464	167	1
786	167	1
610	168	1
786	168	1
772	169	1
786	169	1
414	170	1
787	170	1
535	171	1
787	171	1
458	172	1
789	172	1
448	173	1
801	173	1
27	174	1
802	174	1
747	175	1
802	175	1
253	176	1
803	176	1
775	177	1
803	177	1
497	178	1
805	178	1
140	179	1
810	179	1
496	180	1
812	180	1
255	181	1
817	181	1
150	182	1
821	182	1
486	183	1
821	183	1
622	184	1
822	184	1
81	185	1
828	185	1
286	186	1
828	186	1
443	187	1
828	187	1
507	188	1
829	188	1
327	189	1
830	189	1
6	190	1
836	190	1
566	191	1
836	191	1
733	192	1
836	192	1
158	193	1
838	193	1
351	194	1
841	194	1
539	195	1
844	195	1
674	196	1
847	196	1
36	197	1
848	197	1
465	198	1
851	198	1
42	199	1
852	199	1
81	200	1
852	200	1
286	201	1
852	201	1
392	202	1
852	202	1
443	203	1
852	203	1
828	204	1
852	204	1
382	205	1
858	205	1
82	206	1
863	206	1
250	207	1
863	207	1
313	208	1
864	208	1
400	209	1
867	209	1
794	210	1
867	210	1
418	211	1
870	211	1
82	212	1
871	212	1
150	213	1
871	213	1
370	214	1
871	214	1
95	215	1
876	215	1
733	216	1
876	216	1
367	217	1
877	217	1
769	218	1
877	218	1
93	219	1
878	219	1
106	220	1
878	220	1
201	221	1
879	221	1
454	222	1
881	222	1
648	223	1
882	223	1
282	224	1
883	224	1
839	225	1
886	225	1
797	226	1
887	226	1
95	227	1
888	227	1
876	228	1
888	228	1
707	229	1
890	229	1
807	230	1
900	230	1
25	231	1
903	231	1
81	232	1
905	232	1
86	233	1
905	233	1
170	234	1
905	234	1
408	235	1
905	235	1
519	236	1
905	236	1
772	237	1
905	237	1
350	238	1
907	238	1
534	239	1
907	239	1
702	240	1
907	240	1
733	241	1
907	241	1
772	242	1
907	242	1
92	243	1
911	243	1
233	244	1
911	244	1
841	245	1
915	245	1
210	246	1
918	246	1
351	247	1
918	247	1
696	248	1
918	248	1
211	249	1
925	249	1
421	250	1
927	250	1
703	251	1
928	251	1
76	252	1
929	252	1
612	253	1
929	253	1
139	254	1
930	254	1
327	255	1
930	255	1
819	256	1
931	256	1
797	257	1
933	257	1
887	258	1
933	258	1
424	259	1
943	259	1
742	260	1
943	260	1
298	261	1
944	261	1
804	262	1
948	262	1
683	263	1
949	263	1
765	264	1
950	264	1
725	265	1
952	265	1
69	266	1
954	266	1
239	267	1
959	267	1
425	268	1
961	268	1
774	269	1
967	269	1
952	270	1
968	270	1
258	271	1
969	271	1
659	272	1
969	272	1
910	273	1
971	273	1
339	274	1
975	274	1
506	275	1
978	275	1
13	276	1
980	276	1
448	277	1
981	277	1
801	278	1
981	278	1
313	279	1
982	279	1
381	280	1
982	280	1
674	281	1
982	281	1
726	282	1
982	282	1
962	283	1
983	283	1
924	284	1
987	284	1
150	285	1
992	285	1
517	286	1
992	286	1
26	287	1
993	287	1
58	288	1
993	288	1
161	289	1
994	289	1
92	290	1
995	290	1
233	291	1
995	291	1
911	292	1
995	292	1
335	293	1
1003	293	1
865	294	1
1003	294	1
853	295	1
1008	295	1
880	296	1
1009	296	1
991	297	1
1013	297	1
407	298	1
1016	298	1
766	299	1
1016	299	1
499	300	1
1019	300	1
766	301	1
1021	301	1
16	302	1
1022	302	1
90	303	1
1025	303	1
873	304	1
1026	304	1
136	305	1
1028	305	1
941	306	1
1032	306	1
630	307	1
1037	307	1
58	308	1
1039	308	1
107	309	1
1039	309	1
143	310	1
1044	310	1
196	311	1
1044	311	1
875	312	1
1044	312	1
49	313	1
1046	313	1
90	314	1
1047	314	1
145	315	1
1047	315	1
246	316	1
1048	316	1
185	317	1
1053	317	1
50	318	1
1056	318	1
47	319	1
1062	319	1
712	320	1
1062	320	1
549	321	1
1064	321	1
486	322	1
1066	322	1
140	323	1
1069	323	1
810	324	1
1069	324	1
140	325	1
1070	325	1
810	326	1
1070	326	1
1069	327	1
1070	327	1
876	328	1
1075	328	1
277	329	1
1076	329	1
185	330	1
1078	330	1
497	331	1
1078	331	1
298	332	1
1079	332	1
568	333	1
1079	333	1
648	334	1
1083	334	1
595	335	1
1085	335	1
369	336	1
1088	336	1
385	337	1
1088	337	1
855	338	1
1089	338	1
744	339	1
1092	339	1
83	340	1
1095	340	1
710	341	1
1097	341	1
265	342	1
1101	342	1
491	343	1
1102	343	1
430	344	1
1106	344	1
910	345	1
1106	345	1
1095	346	1
1106	346	1
802	347	1
1109	347	1
431	348	1
1110	348	1
619	349	1
1110	349	1
948	350	1
1110	350	1
765	351	1
1112	351	1
630	352	1
1114	352	1
265	353	1
1118	353	1
54	354	1
1121	354	1
489	355	1
1121	355	1
348	356	1
1124	356	1
766	357	1
1126	357	1
51	358	1
1127	358	1
472	359	1
1135	359	1
923	360	1
1138	360	1
730	361	1
1139	361	1
1127	362	1
1139	362	1
838	363	1
